contigs	predictions	scores
k79_91921	2;1239;186801;3085636;186803;572511;53443;476272	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7333	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;0.99988;0.99988
k79_19681	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_31127	2;1239;186801;186802;216572;2834348;2666138	0.99978;0.91124;0.88835;0.63839;0.63431;0.5992;0.5992
k79_19689	2;1239;91061;1385;186817;1386;98228	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_56148	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;0.99995;0.99995
k79_68093	2;976;200643;171549;815;816;338188	1.0;0.99998;0.99998;0.99998;0.99997;0.99997;0.99959
k79_31133	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19693	2;976;200643;171549;815;816;162156	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7336	2;1239;186801;3085636;186803;841;166486;718255	1.0;0.99996;0.99984;0.99983;0.99983;0.58279;0.57857;0.5128
k79_44013	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56155	2;1239;186801;186802;216572;1263;1161942	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99943
k79_80123	2;976;117743;200644;49546;237;3003258	0.96051;0.73774;0.73586;0.73586;0.73572;0.73571;0.735
k79_68113	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56157	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_80126	2;976;200643;171549;815;816;162156	1.0;0.99999;0.99999;0.99999;0.99999;0.99997;0.99872
k79_56162	2;976;200643;171549;815;816;162156	0.96629;0.96625;0.96624;0.96624;0.96622;0.96621;0.96246
k79_44020	2;1239;186801;3085636	0.99715;0.98906;0.97815;0.97149
k79_31165	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80132	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;0.99972;0.80634;0.70653;0.70622;0.66166;0.66151;0.66151
k79_44029	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;0.99999;0.99997;0.99997;0.99986;0.99986;0.99963
k79_91982	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99986;0.99986;0.99985;0.99985;0.99985
k79_56179	2;1239;186801;186802;216572;216851;411483	1.0;0.99999;0.99997;0.99988;0.99988;0.71953;0.71919
k79_80142	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;0.99999;0.99973;0.99973;0.99969
k79_7351	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99993;0.99993
k79_56185	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_80143	2;1239;186801;186802;216572;216851;853;657322	1.0;1.0;1.0;0.99998;0.99998;0.99995;0.99984;0.99521
k79_91992	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.99915;0.99776;0.99776;0.99771;0.99771;0.99771
k79_68131	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_7358	2759;7711;40674;9443;9604;9605;9606	0.99881;0.99881;0.99881;0.99881;0.99881;0.99881;0.99881
k79_80146	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99989;0.99989;0.99989;0.99989;0.99989
k79_80147	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998;0.99998
k79_68135	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.50144
k79_92000	2157;28890;183925;2158;2159;2172;2173;420247	0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99969;0.99969
k79_56195	2;1239;186801;3085636;186803;2316020;46228;471875	0.99999;0.99996;0.99995;0.99995;0.99994;0.99298;0.99262;0.99262
k79_68138	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;0.99999;0.99999;0.99999;0.99889;0.99889
k79_92004	2759;7711;40674;9443;9604;9605;9606	0.98575;0.98575;0.98575;0.98575;0.98575;0.98575;0.98575
k79_31182	2;976;200643;171549;815;816;162156	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99995
k79_44041	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19722	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56204	2;1239;186801;186802;216572;1263;2608920	0.99999;0.99998;0.99998;0.99996;0.99996;0.99996;0.99996
k79_80162	2;976;200643;171549;1853231;574697;2093856	1.0;1.0;1.0;1.0;0.99821;0.99821;0.99821
k79_68142	2;1239;186801;3085636;186803;841;166486;718255	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.8301
k79_31194	2;976;200643;171549;815;816;820;997890	1.0;0.99973;0.99956;0.99956;0.98894;0.85278;0.79326;0.79326
k79_44047	2;976;200643;171549;815;816;329854	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_31196	2;1224;28211;356;82115;357;2735528	0.99989;0.68792;0.68789;0.68789;0.68777;0.68777;0.68777
k79_31197	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99999;0.99999;0.99999;0.99999;0.99425;0.99425;0.99296
k79_19741	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92025	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_44055	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99999;0.99998;0.9999;0.9999
k79_80184	2;1239;186801;3085636;186803;572511;40520;657314	0.99935;0.7883;0.78373;0.77632;0.77621;0.64824;0.59798;0.59794
k79_56212	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44062	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_68153	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80196	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99968
k79_56221	2;976;200643;171549;815;816;246787	0.99988;0.9998;0.99893;0.99889;0.99757;0.99188;0.81965
k79_92050	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56227	2;1239;909932;1843488;909930;33024;33025	0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_80205	2;976;200643;171549;815;816;674529	1.0;0.99998;0.99998;0.99998;0.99998;0.99997;0.99988
k79_19754	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_44064	2;1239;909932;1843488;909930;33024;33025	0.99999;0.99994;0.99956;0.99956;0.99956;0.99956;0.99956
k79_19757	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44066	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92058	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19758	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68159	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99997;0.99949;0.99947
k79_80217	2;976;200643;171549;815;816;47678;997873	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_56228	2;1239;186801;3085636;186803;33042;410072	1.0;0.99997;0.99996;0.99882;0.99882;0.99768;0.99768
k79_44074	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;0.99999;0.99998;0.99998
k79_80221	2;976;200643;171549;815;816;46506;449673	1.0;0.99992;0.99992;0.99992;0.99982;0.99971;0.99968;0.99968
k79_56232	2;1239;186801;186802;216572;3048127;2966552	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68176	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_56240	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99985;0.99985;0.65058
k79_92070	2;1239;186801;186802;31979;1485;1502	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_31226	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_19761	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_31230	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99993;0.99993;0.99992;0.99983;0.99983
k79_44089	2;1239;186801;3085636;186803;33042;410072	1.0;0.98304;0.71765;0.71742;0.71742;0.70787;0.70787
k79_92082	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99991
k79_31232	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;0.99805;0.99805
k79_19767	2;1239;186801;3085636;186803	0.99994;0.99979;0.99969;0.99463;0.99463
k79_80244	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99999;0.99999;0.99999;0.99999;0.99997;0.99997;0.99993
k79_92085	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.9983;0.9983;0.93257
k79_31234	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7445	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997;0.99794
k79_44101	2;976;200643;171549;815;816;2528203	1.0;1.0;1.0;1.0;0.99995;0.99995;0.98963
k79_19773	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99997
k79_92095	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;1.0;1.0;0.99991;0.99991
k79_68178	2;1239;186801;3085636;186803;841;1261635	1.0;1.0;0.99998;0.99998;0.99998;0.99984;0.99979
k79_56253		
k79_56265	2;1239;186801;3082720;186804;1870884;1496	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7468	2759;7711;40674;9443;9604;9605;9606	0.94917;0.94917;0.94917;0.94917;0.94917;0.94917;0.94917
k79_92110	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99998
k79_31253	2;1239;186801;3085636;186803;28050;39485;515620	1.0;0.99993;0.99993;0.99935;0.99935;0.99827;0.99827;0.99827
k79_92117	2;1239;186801;186802;216572;216851;411483	1.0;0.99977;0.99977;0.99976;0.99976;0.99975;0.99975
k79_44119	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99996;0.99996;0.99996;0.99996;0.99996
k79_92119	2;1239	0.99997;0.64751
k79_44121	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92122	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68199	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19793	2;1239;186801;186802;216572;216851;411483	1.0;1.0;1.0;0.99991;0.99991;0.99991;0.9999
k79_68201	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;0.99999;0.99999;0.99999;0.99836;0.99836
k79_7494	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19798	2;976;200643;171549;815;816;329854	1.0;1.0;1.0;1.0;1.0;1.0;0.98929
k79_19799	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92142	2;1239;186801;3085636;186803;841;1261635	1.0;0.99998;0.99998;0.99997;0.99997;0.99997;0.99997
k79_68214	2;1239;186801;186802;216572;216851	0.99993;0.99872;0.99848;0.94652;0.65393;0.64376
k79_7506	2;976;200643;171549;815;816;817;295405	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19804	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99994;0.99994;0.99994
k79_44130	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56317	2759;7711;40674;9443;9604;9605;9606	0.99189;0.99189;0.99189;0.99189;0.99189;0.99189;0.99189
k79_31257	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80294	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99986
k79_44138	2;1239;186801;3085636;186803;572511;418240;1121115	0.99913;0.9991;0.99909;0.99909;0.99909;0.99401;0.99373;0.99373
k79_7516	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99995;0.99995
k79_56322	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_31263	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80305	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;0.9999;0.9999
k79_56324	2;544448;31969;186328;2131;2132;216931	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92151	131567	0.64124
k79_7528	2;74201;203494;48461;1647988;239934;2927224	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_31269	2;1239;186801;186802;216572;2591381;2093857	1.0;0.9998;0.99979;0.99976;0.99976;0.99965;0.99965
k79_44154	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99999;0.99977;0.99975
k79_31271	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.99236
k79_80314	2;1239;186801;186802;31979;1485;1513	0.99994;0.99384;0.99363;0.99328;0.99292;0.99292;0.99269
k79_7534	2;1239;186801;3085636;186803;1766253;39491;657318	0.99992;0.97854;0.97848;0.97768;0.97768;0.96568;0.96568;0.96543
k79_19817	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_44163	2;976;200643;171549;815;909656;357276;997877	1.0;1.0;1.0;1.0;1.0;0.99996;0.99996;0.99996
k79_56326	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_92154	2157;28890;183925;2158;2159;2172;1609968	0.91679;0.91679;0.91679;0.91679;0.91679;0.91679;0.90383
k79_56328	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;0.99994
k79_31273	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_44165	2;976;200643;171549;815;816;329854	0.99998;0.99996;0.99977;0.99977;0.99968;0.99614;0.95689
k79_7539	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19823	2;976;200643;171549;815;816;2528203	1.0;0.99958;0.99958;0.99958;0.99941;0.99941;0.99871
k79_68229	2;976;200643;171549;171550;239759;328814;717959	0.99999;0.77914;0.77912;0.77912;0.7596;0.7596;0.75959;0.75959
k79_44166	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99995;0.99994;0.9724;0.9724;0.97033;0.97033;0.96896
k79_19827	2;976;200643;171549;815;816;28113	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_80331	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.9998;0.9998;0.9998;0.9998;0.99962;0.99962
k79_56337	2;976;200643;171549;815;816;28111	1.0;1.0;1.0;1.0;1.0;1.0;0.95482
k79_92170	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_56342	2;1239;186801;3085636;186803;2316020;33038	1.0;0.99995;0.99993;0.99633;0.99633;0.96447;0.96318
k79_19836	2;1239;186801;3085636;186803;28050;39485;515620	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56343	2;976;200643;171549;815;816;291644	1.0;1.0;1.0;1.0;1.0;0.99999;0.99998
k79_31276	2;976;200643;171549;815;816;291644	1.0;1.0;1.0;1.0;1.0;1.0;0.99228
k79_19843	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19845	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92191	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7556	2;976;200643;171549;815;909656;387090	1.0;0.99999;0.99999;0.99999;0.99946;0.99917;0.99791
k79_68250	2;976;200643;171549;815;816;162156	1.0;0.99986;0.99986;0.99986;0.99986;0.99984;0.99956
k79_7558	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;0.99999;0.99999;0.99999;0.9998;0.9998;0.99976
k79_19851	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68251	2;1239;186801;3085636;186803;841;2763062	0.99901;0.99854;0.99854;0.99805;0.99805;0.97552;0.71919
k79_92194	2;1224;28211;356;82115;357;2735528	0.99977;0.93226;0.93226;0.93226;0.93212;0.93212;0.93212
k79_56351	131567	0.99935
k79_68256	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99984;0.99984;0.99984;0.99984;0.99984
k79_19855	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_56358	2;976;200643;171549;815;909656;387090	1.0;1.0;0.99998;0.99998;0.99997;0.99993;0.9999
k79_31280	2;1239;186801;186802;216572;216851;411483	0.99974;0.97875;0.93095;0.87591;0.87591;0.85284;0.85281
k79_44192	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99422;0.99422;0.99422;0.99422;0.9883;0.9883;0.55987
k79_7569	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;0.99999;0.99999;0.99993;0.99993
k79_56360	2;1239;186801;186802;31979;1485;94869	0.99993;0.99958;0.9898;0.58145;0.58145;0.58145;0.58143
k79_7570	2;1239;186801;186802;186806;1730;39496	0.9998;0.9993;0.96671;0.96521;0.96187;0.96187;0.96187
k79_56364	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99982
k79_31288	2;1239;186801;3085636;186803;33042;410072	0.99999;0.99782;0.99675;0.9967;0.9967;0.66698;0.66698
k79_56365	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92218	2;1239;186801;186802;216572;216851;2929494	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_80355	2;1783272	0.99984;0.99093
k79_44210	2;1239;186801;3085636;186803;572511;33035	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80358	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92223	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7578	2;1239;186801;3085636;186803;841;301301	0.99927;0.99911;0.99897;0.99812;0.99812;0.99657;0.99592
k79_19867	2;1239;186801;186802;216572;1263;1160721	0.99997;0.98216;0.97986;0.96495;0.93972;0.91574;0.71101
k79_68263	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44221	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99875
k79_31292	2;1239;186801;186802;216572;2591381;2093857	1.0;0.99996;0.99994;0.99981;0.99981;0.99554;0.99554
k79_31296	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_56391	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_31298	2;976;200643;171549;815;909656;821	1.0;0.99955;0.99955;0.99955;0.99887;0.99883;0.99883
k79_19886	2;1239;186801;3085636;186803;33042;116085	1.0;0.99999;0.99999;0.99998;0.99998;0.99956;0.99953
k79_19889	2;1239;186801;3085636;186803;2569097;39488	1.0;0.99999;0.99998;0.99996;0.99996;0.74401;0.74401
k79_92245	2;1239;909932;1843488;909930;33024;33025	0.99605;0.82659;0.6693;0.66868;0.66868;0.66868;0.66868
k79_7593	2;1239;186801;186802;31979;1485;1501;86416	1.0;1.0;0.99996;0.99996;0.99996;0.99996;0.99995;0.99995
k79_19895	2;976;768503;768507;1853232;89966	1.0;0.99953;0.99952;0.99952;0.99952;0.99952
k79_80379	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.96665;0.96607;0.96416;0.96416
k79_68281	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99691
k79_92254	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_44235	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99998;0.99998;0.99998;0.99998;0.99998
k79_56418	2;976;200643;171549;815;816;291645	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44237	2;1239;186801;3085636;186803;572511;418240;1121115	0.99955;0.99888;0.97886;0.97864;0.97864;0.91592;0.91524;0.91524
k79_7605	2;1239;186801;3085636;186803;572511;418240;1121115	0.99999;0.99999;0.99999;0.99999;0.99999;0.99988;0.99959;0.99959
k79_80390	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_19899	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99983;0.99982;0.99982
k79_44241	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_80394	2;1239;186801;186802;216572;1263;2608920	1.0;0.99996;0.99995;0.99994;0.99994;0.99994;0.99992
k79_56428	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56429	2;976;200643;171549;815;909656;357276;997877	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_31319	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99974;0.99969;0.99969;0.9984;0.9984;0.9984
k79_56432	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_31324	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99992
k79_7623	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44251	2;1224;1236;2887326;468;469;470	1.0;0.99282;0.99282;0.99282;0.99282;0.99282;0.99282
k79_80409	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_56443	2;976;200643;171549;815;816;818	0.99998;0.99924;0.99891;0.99887;0.98348;0.93637;0.63599
k79_68295	2;976;200643;171549;815;816;47678;997873	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80413	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7632	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19926	2;976;200643;171549;815;909656;387090	1.0;0.99997;0.99997;0.99997;0.99997;0.99811;0.99735
k79_68299	131567	0.99999
k79_19927	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_56452	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99994;0.99994
k79_68301	2;976;200643;171549;815;816;329854	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_92259	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99997
k79_31331	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44269	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_7646	2;976;200643;171549;815;816;28111	1.0;1.0;1.0;1.0;1.0;0.99999;0.99992
k79_31332	2;201174;1760;85011;2062;1883;2175864	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44272	131567	0.91028
k79_92265	2;976;200643;171549;2005525;375288;2951805	1.0;1.0;1.0;1.0;0.99909;0.99909;0.99909
k79_31339	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_80422	2;1239;186801;3085636;186803;572511;2779518	1.0;1.0;1.0;1.0;1.0;0.99983;0.99983
k79_7658	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_19938	2;29547;3031852;213849;72294;194;76517	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44290	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_68323	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99962;0.99961
k79_7662	2;1239;186801	0.99537;0.83461;0.81343
k79_31355	2;1239;186801;3085636;186803;841;166486;657315	1.0;0.99999;0.99998;0.99989;0.99989;0.98737;0.98684;0.9759
k79_80440	2;1239;186801;186802;216572;1263;2608920	0.99931;0.98933;0.98927;0.95351;0.95325;0.95254;0.92958
k79_44294	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99996;0.99989;0.99987;0.99987;0.99953
k79_19951	2;976;200643;171549;815;816;820;997890	1.0;0.9999;0.999;0.999;0.99748;0.99718;0.98422;0.98422
k79_44298	2;976;200643;171549;815;816;371601;657309	1.0;0.99998;0.99998;0.99998;0.9998;0.99975;0.84451;0.84451
k79_92272	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_80450	2;1239;186801;3085636;186803;33042;410072	1.0;1.0;1.0;1.0;1.0;0.99977;0.99977
k79_68340	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99559
k79_92279	2;976;200643;171549;171550;239759;1288121	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_44313	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;0.99995;0.99995;0.99995;0.99992
k79_68342	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_56491	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
