contigs	predictions	scores
k79_6321	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90843	2;1239;186801;186802;216572;2892397;2714358	1.0;0.99998;0.99998;0.99998;0.99997;0.99992;0.99992
k79_42748	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99987;0.99982;0.99982
k79_66517	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;1.0;0.99996;0.99995
k79_54833	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_78917	2;1239;186801;186802;216572;2892396;2714353	1.0;0.99998;0.99998;0.99997;0.9999;0.9974;0.99717
k79_18444	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90847	2;1239;186801;3085636;186803;189330;39486	1.0;1.0;1.0;1.0;1.0;1.0;0.99998
k79_42750	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.97818
k79_66521	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30324	2;976;200643;171549;815;816;818	1.0;0.99999;0.99998;0.99998;0.99953;0.99871;0.99746
k79_78918	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;0.99954;0.99954;0.99954
k79_54836	2;1239;186801;186802;216572;2038676;3070656	1.0;0.99944;0.99928;0.99912;0.99887;0.99839;0.99839
k79_42751	2;976;200643;171549;815;816;2646097	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_18447	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42752	2;74201;203494;48461;1647988;239934;239935;349741	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_66524	2;1224;28211;204455;31989;265;2259340	1.0;0.99989;0.99989;0.99989;0.99989;0.99989;0.99989
k79_6333	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_54840	2;976;200643;171549;815;816	1.0;1.0;1.0;1.0;0.99998;0.99998
k79_78919	2;1224;1236;91347;1903409;53335;59814	1.0;0.89478;0.82947;0.82946;0.82946;0.82946;0.82946
k79_42754	2;1239;186801;186802;216572;2892396;2714355	1.0;0.96916;0.96907;0.9687;0.9685;0.80748;0.80503
k79_90849	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99987;0.99978;0.99978
k79_54841	2;976;200643;171549;815;816;371601;657309	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18449	2;1239;186801;3085636;186803;33042;410072;470146	1.0;0.99998;0.99997;0.99993;0.99993;0.99921;0.9992;0.9992
k79_30325	2;1239;186801;3085636;186803;33042;410072;470146	1.0;0.99999;0.99997;0.99994;0.99994;0.99542;0.99542;0.99542
k79_54843	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_6334	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66535	2;201174;84998;1643822;1643826;79603;79604	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_30328	2;976;200643;171549;815;816;818	0.99994;0.94767;0.9469;0.9469;0.91617;0.91383;0.82366
k79_90854	2;976;200643;171549;171550;239759;538949	1.0;0.90751;0.90749;0.90749;0.79611;0.79611;0.79609
k79_78928	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18453	2;201174;1760;85011;2062;1883;2593676	0.99999;0.99734;0.99734;0.99617;0.99617;0.99616;0.99615
k79_42770	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66538	2;201174;1760;85004;31953;1678;216816;1682	1.0;0.98971;0.98971;0.98971;0.98971;0.98971;0.98733;0.98724
k79_54850	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_78931	2;1239;909932;1843488;909930;33024;33025	1.0;0.99998;0.99997;0.99997;0.99997;0.99997;0.99997
k79_30334	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99999;0.99964;0.99964
k79_42773	2;1224;1236;742030;742031;180541;2183911	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66541	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90864	2;976;200643;171549;815;909656;821	1.0;0.99999;0.99999;0.99999;0.99932;0.99926;0.99926
k79_6342	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_54854	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.99932;0.99932;0.99932;0.99932
k79_90865	2;976;200643;171549;2005525;375288;46503	1.0;1.0;1.0;1.0;0.99925;0.99925;0.99925
k79_66544	2;74201;203494;48461;1647988;239934;239935;349741	1.0;0.99996;0.99996;0.99996;0.99996;0.99996;0.99968;0.99968
k79_6344	2;1239;186801;186802;3082771;1738645;3030017	0.99997;0.99163;0.99156;0.99121;0.99108;0.99108;0.99108
k79_90866	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99871;0.99871;0.99871;0.99869
k79_42775	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.98089;0.98089;0.98089;0.98089
k79_18465	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99954
k79_78938	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30339	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;0.99997;0.99997;0.98181;0.98181
k79_18466	2;976;200643;171549;171550;239759;538949	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42777	2;1239;186801;186802;31979;1485;1529	1.0;0.99998;0.99998;0.99998;0.99997;0.99997;0.99997
k79_54858	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_6348	2;1224;1236;2887326;468;475;476	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42779	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18470	2;1239;186801;186802;31979;1485;1216932	1.0;1.0;0.99999;0.9986;0.99858;0.99858;0.99858
k79_6351	2;976;200643;171549;815;816;291645	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_78942	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_54860	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30344	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.98324
k79_54861	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99992;0.99992;0.99989;0.99982
k79_90878	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_42784	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;1.0;1.0;0.99995;0.99919;0.99917
k79_54862	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99999;0.99999;0.99999;0.99999;0.99623;0.99623;0.91242
k79_6360	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42785	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_78946	2;1239;91061;1385;90964;1279;1286	0.99509;0.88599;0.70043;0.65524;0.65085;0.65085;0.65085
k79_66558	2;1783272	0.99434;0.9943
k79_6363	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;1.0;0.99975;0.98219
k79_54869	2;1239;186801;3085636;186803;572511;418240;1121115	0.99999;0.99992;0.99983;0.98219;0.98219;0.96832;0.91305;0.91305
k79_30346	2;976;200643;171549;815;909656;357276;997877	1.0;1.0;1.0;1.0;1.0;0.99993;0.99992;0.99992
k79_90886	2;1239;186801;3085636;186803;1506553;1871021	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66563	2;1239;186801;3085636;186803;189330;39486	1.0;0.99995;0.99995;0.99994;0.99994;0.99987;0.99987
k79_18486	2;1239;186801;186802;216572;292632;214851	1.0;0.9995;0.99948;0.99947;0.99947;0.95112;0.95112
k79_54870	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90887	2;976;200643;171549;815;816;28111	1.0;0.99999;0.99999;0.99999;0.99999;0.99998;0.99998
k79_30349	2;1239;186801;3085636;186803;2569097;39488	0.97353;0.95648;0.95592;0.95149;0.95149;0.95011;0.95011
k79_6372	2;1239;186801	0.99979;0.7238;0.64713
k79_42793	2;1239;186801;3085636;186803;841;1261635	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_18488	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.9999;0.9999;0.9999
k79_66569	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_90895	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999
k79_78949	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_54872	2;1239;186801;3085636;186803;2569097;39488	0.98316;0.96774;0.96608;0.94968;0.94968;0.57449;0.57449
k79_30352	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_42797	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99995;0.99994
k79_66572	2;1224;28216;80840;80864;47420;2806347	1.0;0.99994;0.9999;0.9999;0.9999;0.9999;0.9999
k79_30355	2;1297;188787;118964;183710;1298;32062	1.0;0.94887;0.94887;0.94887;0.94887;0.94887;0.94887
k79_78953	2;1239;186801;3085636;186803	0.99681;0.79847;0.76379;0.75026;0.75026
k79_18490	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_30356	2;1239;186801;186802;216572;2892396;2714353	1.0;1.0;1.0;1.0;0.99999;0.99994;0.99823
k79_6377	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;0.99999;0.99999;0.99729;0.99729;0.99729
k79_90901	2;1239;186801;186802;216572;1263;1161942	0.99998;0.99811;0.99805;0.9938;0.98382;0.51764;0.51555
k79_78954	2;1239;186801;186802;216572;2892396;2714353	1.0;0.99997;0.99996;0.99993;0.99993;0.99755;0.99678
k79_66573	2;1239;186801;3085636;186803;841;1261634	1.0;1.0;0.99999;0.99999;0.99999;0.9998;0.99941
k79_30360	2;976;200643;171549;815;816;818	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99994
k79_42805	2;1224;1236;135618;403;429;2911520	0.97692;0.52454;0.51645;0.51448;0.51448;0.51448;0.51448
k79_66574	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99989;0.99989;0.99989;0.99989
k79_78958	2;1239;186801;3085636;186803;572511;40520;411459	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_42807	2;1239;186801;186802;216572;2892396;2714355	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_54888	2;32066;203490;203491;203492;848;285729	0.99995;0.99903;0.99903;0.99903;0.99903;0.99903;0.99903
k79_18493	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99999;0.99997;0.99995;0.99995;0.99533;0.96537;0.96537
k79_90911	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.86554;0.86041;0.86041
k79_30367	2;1239;186801;186802;216572;1263;1161942	0.96184;0.87287;0.87118;0.82925;0.81475;0.6542;0.64101
k79_66577	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30369	2;1239;526524;526525;128827;3059504;2944914	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_78963	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18503	2;1224;28216;80840;119060;1822464;2880218	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_18504	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90913	2;1239;186801;3085636;186803	0.99909;0.99851;0.99845;0.98391;0.98391
k79_42817	2;1239;186801;186802;31979;1485;411486	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_54893	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66580	2;1239;186801;186802;216572;2892397;2714358	1.0;0.99995;0.99995;0.99995;0.99995;0.9999;0.9999
k79_6381	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_42821	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18506	2;1239;186801;186802;216572;2892396;2714355	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99939
k79_66584	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90921	2;1239;186801;3085636;186803;189330;39486	1.0;0.99973;0.99973;0.99973;0.99973;0.99972;0.99971
k79_54897	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66585	2;1239;186801;3082720;186804;2743582;89152	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_78973	2;976;200643;171549;171550;239759;2585118	1.0;0.9989;0.9989;0.9989;0.99889;0.99889;0.99685
k79_6385	2;1239;186801;3085636;186803;1766253;39491;657317	0.99861;0.99782;0.99741;0.9974;0.9974;0.62987;0.62987;0.62746
k79_42827	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99997;0.99996;0.99996
k79_90922	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_30389	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99999;0.99925;0.99923;0.99923;0.99508;0.95378;0.95378
k79_66587	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.9999;0.9999;0.9999
k79_6388	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_78977	2;1239;186801;186802;216572;1905344;1550024	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_54905	2;976;200643;171549;171550;239759	0.99998;0.99766;0.99765;0.9976;0.99749;0.99749
k79_66589	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42828	2;1239;186801;3085636;186803;572511;40520;657314	1.0;1.0;1.0;0.99706;0.99706;0.98862;0.98692;0.98658
k79_30395	2;1224;28211;3120395;433;2811380;2762277	0.99999;0.89702;0.89587;0.8869;0.8869;0.8869;0.8869
k79_18522	2;976;200643;171549;815;816;817;862962	1.0;1.0;1.0;1.0;1.0;0.99998;0.99968;0.99964
k79_78981	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_54910	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;0.99996;0.99996;0.99992;0.99509
k79_42831	2;976;200643;171549;815;909656;821	1.0;0.99999;0.99999;0.99999;0.99998;0.99986;0.99986
k79_78982	2;1239;526524;526525;2810280;2678885;1982626	0.99999;0.9977;0.99721;0.99721;0.99721;0.99721;0.99721
k79_6396	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90930	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;0.99998;0.99998;0.99996;0.99996
k79_42834	2;201174;1760;85006;1268;1663;235627	1.0;0.92238;0.92233;0.92232;0.92232;0.92232;0.92232
k79_78983	2;1239;186801;186802;216572;216851;411483	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.9999
k79_18532	2;1783272	0.999;0.62836
k79_42835	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.97448;0.97448;0.97446;0.97422
k79_90933	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66599	2;1239;186801;3085636;186803;841;301301	0.99999;0.97495;0.96131;0.95816;0.95816;0.94855;0.94575
k79_6402	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30409	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99693;0.99693;0.99693;0.99693
k79_54921	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;0.99992
k79_78986	2;1239;186801;186802;216572;1263;1160721	0.99999;0.99988;0.99987;0.99985;0.99984;0.98872;0.98854
k79_18536	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_78989	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.99981;0.99952;0.9995;0.9995;0.94271;0.94271;0.94271
k79_54925	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;0.99999;0.99999;0.99993;0.99993;0.99993
k79_42842	2;1239;186801;186802;216572;2892396;2714355	1.0;1.0;1.0;1.0;1.0;0.99904;0.99889
k79_66608	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_78997	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99998;0.9998;0.9998
k79_90934	2	0.9835
k79_54932	2;1224;1236;135622;267890;22;38313	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.99997
k79_18545	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;0.99998;0.9993;0.9993;0.99813;0.99813;0.99813
k79_90935	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;0.99999;0.99999;0.99996;0.99996;0.99996
k79_6419	2759;7711;40674;9443;9604;9605;9606	0.8656;0.8656;0.8656;0.8656;0.8656;0.8656;0.8656
k79_78998	2;1239;186801;186802;216572;216851;2929495	1.0;0.99985;0.99984;0.99959;0.99959;0.99957;0.99923
k79_66614	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99997;0.99997
k79_6422	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99996;0.99979;0.99979
k79_66616	2;201174;1760;85004;31953;1678;1686;630129	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_18553	2;976;200643;171549;171550;239759;214856;679935	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_79000	2;1239;186801;3085636;186803;1164882;2490855	1.0;0.99726;0.97646;0.93659;0.93659;0.92677;0.92677
k79_54936	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66617	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_79001	2;1239;91061;1385;186822;44249;375489	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90940	2;1239;91061;1385;186817;1434042;85683;439292	1.0;0.99998;0.99983;0.99983;0.99983;0.99983;0.99983;0.99983
k79_30417	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99997;0.99991;0.99991;0.99989;0.97221
k79_90941	2;1239;186801;186802;216572;2172004;2108523	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_66619	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18554	2;976;200643;171549;815;816;817;295405	1.0;1.0;1.0;1.0;0.9999;0.99987;0.99325;0.98784
k79_6429	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99997;0.99997;0.99985;0.99427;0.99427
k79_54944	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_79009	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_18555	2;1239;186801;3085636;186803;3342669;45851	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_79010	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_90947	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66626	2;1239;909932;1843488;909930;33024;33025	0.99999;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_79011	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_18556	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99643;0.99643;0.99643;0.99639
k79_6434	2;976;1853228;1853229;563835;379899;577386	1.0;0.9996;0.98611;0.98611;0.98611;0.98611;0.98611
k79_42882	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;0.99997;0.99997;0.99997;0.99966;0.99936
k79_30418	2;976;200643;171549;815;816;817;295405	1.0;0.99993;0.99993;0.99993;0.99982;0.99127;0.96671;0.96522
k79_54951	2;1224;1236;135625;712;75984;85404	0.99999;0.61839;0.61526;0.61522;0.61522;0.61522;0.61522
k79_79015	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_6436	2	0.99997
k79_66628	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.9963;0.9963;0.99627;0.99623
k79_18558	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_90957	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42884	2;1224;28211;204457;41297;2685927;1921510	0.99999;0.74317;0.72958;0.71198;0.71195;0.71152;0.71152
k79_6438	2;1239;186801;3085636;186803;572511;89014	1.0;0.99997;0.99997;0.99943;0.99943;0.99767;0.997
k79_18562	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_42886	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_79018	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66636	2;1239;186801;3085636;186803;841;166486;718255	0.99996;0.99917;0.99815;0.99811;0.99811;0.62134;0.52731;0.51688
k79_18565	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;0.99999;0.99998;0.99998;0.9992;0.9992;0.99758
k79_90959	2;1239;186801;186802;216572;216851;853;718252	1.0;0.94237;0.92561;0.91495;0.91494;0.91487;0.91013;0.90947
k79_79019	2;203691;203692;1643686;143786;29521;1287055	1.0;0.99961;0.99961;0.99961;0.99961;0.99961;0.99961
k79_18566	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_66639	2;1239;186801;186802;216572;1263;2608920	0.99842;0.97006;0.95861;0.94606;0.94257;0.94237;0.93191
k79_30430	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99991;0.99991;0.99991
k79_66642	2;976;200643;171549;815;909656;821	1.0;0.99753;0.99751;0.99751;0.86969;0.77773;0.76521
k79_90960	2;1239;91061;1385;186817;1386;86661	1.0;1.0;0.99821;0.99821;0.99821;0.99821;0.99821
k79_66644	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_6456	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_42900	2;976;200643;171549;171550;239759;214856;679935	0.99994;0.99928;0.99907;0.99907;0.99882;0.99882;0.99513;0.99513
k79_79030	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;0.99999;0.99932;0.99932;0.99818;0.9946;0.9946
k79_18571	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99987;0.99987;0.99987
k79_90964	2;976;200643;171549;815;816;28111	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_6463	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30442	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42902	2	0.9768
k79_79038	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;0.99998;0.99997;0.99997;0.99996;0.99954;0.99954
k79_54952	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_90966	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30446	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;0.99655;0.99655;0.99655;0.99655
k79_79041	2;1239;186801;186802;216572;2304691;1510	1.0;1.0;1.0;0.99999;0.99999;0.9999;0.9999
k79_54955	2;1239;186801;3085636;186803;189330;39486	1.0;1.0;1.0;1.0;1.0;0.99998;0.99996
k79_66659	2;1239;526524;526525;2810280;2678885;1982626	0.99996;0.99996;0.99996;0.99996;0.99996;0.99996;0.99996
k79_30450	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;1.0;1.0;0.99993;0.99993
k79_6472	2;1239;186801;186802;216572;2892396;2714353	1.0;0.9997;0.9997;0.99968;0.99953;0.99495;0.96857
k79_79043	2;1239;186801;3085636;186803;2569097;39488	0.99999;0.63145;0.6313;0.62857;0.62857;0.55147;0.55147
k79_18576	2;1224;1236;72274;135621;286;2976884	1.0;0.99941;0.99941;0.9994;0.9994;0.9994;0.9994
k79_90971	2;1239;186801;186802;216572;216851;411483	1.0;0.99995;0.99994;0.99993;0.99993;0.99992;0.99963
k79_79045	2;1239;186801;186802;216572;1263;2608920	0.99902;0.97516;0.97219;0.80473;0.80187;0.78518;0.75424
k79_6474	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_42920	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_30458	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99988
k79_66664	2;1239;186801;186802;216572;216851;853;657322	1.0;0.99994;0.99993;0.99993;0.99993;0.99912;0.99905;0.99799
k79_6477	2;201174;84998;1643822;1643826;447020;2707299	1.0;0.99756;0.99752;0.99752;0.99752;0.99712;0.9964
k79_66667	2;1239;186801;186802;31979;1485;1497	1.0;1.0;1.0;1.0;1.0;1.0;1.0
